"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"329","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",59.3,49.5,NA,"06815",10,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"330","D20","PUUM","PUUM_050","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",67.3,48.5,NA,"06816",7.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"331","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",63.5,37.1,NA,"06839",7.9,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"332","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"Y",40.7,34.4,NA,"06838",15,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"333","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",38.6,39.6,NA,"06837",13.6,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"334","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",13.3,21.8,NA,"06836",4.6,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"335","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",13,28.8,NA,"06835",5.3,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"336","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",12.9,18.9,NA,"06834",6.3,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"337","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",5.9,26.5,NA,"06801",10.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"338","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",9.8,51,NA,"06802",10.9,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"339","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",20.1,20.5,NA,"06803",8.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"340","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",23.3,34.6,NA,"06804",13,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"341","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",19.8,32,NA,"06805",16,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"342","D20","PUUM","PUUM_036","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",11.5,31.5,NA,"06806",3.2,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"343","D20","PUUM","PUUM_033","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",310,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","D20","PUUM","PUUM_033","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",70,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","D20","PUUM","PUUM_033","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",190,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",6.6,23.5,NA,"06876",12.5,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"347","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",11.1,23,NA,"06880",11.2,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"348","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",26.1,23.5,NA,"06874",3.6,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"349","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",27,74,NA,"06873",23,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"350","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",34.5,36.4,NA,"06872",13,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"351","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",57.9,65.1,NA,"06829",8.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"352","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",350,"Y",52.9,35.5,NA,"06830",6.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"353","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",230,"Y",0.8,4.6,NA,"L01",3.1,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound","2-5cm","3"
"354","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",230,"Y",1.1,9.4,NA,"L02",5.4,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound","5-10cm","3"
"355","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",110,"Y",41.5,36,NA,"06654",10.1,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"356","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",110,"Y",55,57.5,NA,"06655",12.6,"ACKO","Acacia koa A. Gray","2 - Sound round",">=10cm","2"
"357","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",110,"Y",56.2,39.1,NA,"06656",2.4,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"358","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",110,"Y",69.8,43.1,NA,"06658",10.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"359","D20","PUUM","PUUM_047","2018-10-03T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",110,"Y",76.1,62,NA,"06678",14.3,"ACKO","Acacia koa A. Gray","3 - Heartwood sound",">=10cm","3"
"360","D20","PUUM","PUUM_032","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","D20","PUUM","PUUM_032","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",290,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","D20","PUUM","PUUM_032","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",1.5,38.8,NA,"06792",8.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"364","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",4,23.2,NA,"06796",4.1,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"365","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",7.7,21.4,NA,"06787",1.9,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"366","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",8,22,NA,"06772",1.7,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"367","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",14.4,23,NA,"06746",10.9,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"368","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",17.9,49.2,NA,"06747",18,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"369","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",19.9,41.2,NA,"06748",10.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"370","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",21.8,29.5,NA,"06749",2.5,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"371","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",26.5,31.4,NA,"06750",3.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"372","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",27.5,23.7,NA,"06751",2.9,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"373","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",29,38,NA,"06752",5.4,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"374","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",30.6,36.4,NA,"06753",2.6,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"375","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",32.8,33.3,NA,"06754",3.5,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"376","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",36.1,37,NA,"06755",10.9,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"377","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",41,34.3,NA,"06756",15,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"378","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",44.9,34.2,NA,"06757",14,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"379","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",58,117,NA,"06758",29,"ACKO","Acacia koa A. Gray","3 - Heartwood sound",">=10cm","3"
"380","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",63.5,45.7,NA,"06759",5.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"381","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",180,"Y",78.3,58,NA,"06760",8.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"382","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",5.1,24.1,NA,"06761",1.7,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"383","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",8.8,49.1,NA,"06762",7.2,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"384","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",13.9,17.5,NA,"06763",6.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"385","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",19.5,37,NA,"06764",6.2,"2PLANT-S","Unknown Softwood","4 - Rotten throughout",">=10cm","4"
"386","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",27.7,23.5,NA,"06765",10.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"387","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",29.5,25,NA,"06766",11.5,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"388","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",60,"Y",49.3,39,NA,"06767",3.2,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"389","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",6,25,13,"06768",5.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"390","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",7,19.3,NA,"06769",3.3,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"391","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",8,51,NA,"06770",7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"392","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",9,28,6,"06771",3.6,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"393","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",14.3,28.7,NA,"06742",7.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"394","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",24.8,23,NA,"06798",3.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"395","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",38.3,34.3,NA,"06680",8.5,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"396","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",36.8,31.1,NA,"06698",7.5,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"397","D20","PUUM","PUUM_034","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",300,"Y",43.7,42.5,NA,"06663",4.6,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"398","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",1.6,31,NA,"06924",8.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"399","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",3.1,23,NA,"06925",1.8,"CIBOT","Cibotium sp.","3 - Heartwood sound",">=10cm","3"
"400","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",6.6,29,12,"06926",5.3,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"401","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",22.4,45,23,"06927",6.6,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"402","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",28.4,26.7,NA,"06928",6.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"403","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",32,80,NA,"06929",12,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"404","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",32.9,30,NA,"06930",6.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"405","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",36.7,49.4,NA,"06916",16.7,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"406","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",51.9,35,27,"06915",13.6,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"407","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",270,"Y",52,46,NA,"06914",15.7,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"408","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",8.9,20,NA,"06904",2.4,"CIBOT","Cibotium sp.","3 - Heartwood sound",">=10cm","3"
"409","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",11,27.3,NA,"06903",10.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"410","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",12.7,16.2,NA,"06899",3.5,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"411","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",13.3,24.1,NA,"06898",19.4,"ACKO","Acacia koa A. Gray","2 - Sound round",">=10cm","2"
"412","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",23.1,38.4,NA,"06897",10.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"413","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",27,70,NA,"06896",11.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"414","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",30,"Y",82.1,51,NA,"06894",5.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"415","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",1.7,29.3,NA,"06889",9.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"416","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",2.15,17.2,11,"06888",1.7,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"417","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",2.5,18.4,14.8,"06887",1.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"418","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",4.2,20.2,9.7,"06886",1.9,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"419","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",14.5,25.9,21.7,"06885",2.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"420","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",15.4,27.5,21.1,"06884",2.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"421","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",16.1,23.2,NA,"06883",2.3,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"422","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",29.9,32.2,NA,"06882",3.1,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"423","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",52.1,41.7,NA,"06881",14.2,"ACKO","Acacia koa A. Gray","2 - Sound round",">=10cm","2"
"424","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",62.5,69.5,NA,"06877",7.5,"ACKO","Acacia koa A. Gray","2 - Sound round",">=10cm","2"
"425","D20","PUUM","PUUM_046","2018-09-25T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",150,"Y",35,61.8,NA,"06870",10.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"426","D20","PUUM","PUUM_039","2018-09-07T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","D20","PUUM","PUUM_039","2018-09-07T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","D20","PUUM","PUUM_039","2018-09-07T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",0.6,4,NA,"L01",1.2,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round","2-5cm","2"
"429","D20","PUUM","PUUM_039","2018-09-07T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",0.8,4.6,NA,"L02",1.9,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round","2-5cm","2"
"430","D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",1.1,4.9,NA,"L01",1.7,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round","2-5cm","2"
"433","D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",86,45,33,"06795",8,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm","4"
"434","D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",290,"Y",4.75,15,NA,"06974",7.2,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"435","D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",0.5,10.2,NA,"06991",1.2,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm","3"
"436","D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",2.2,6.91,NA,"L01",3,"CHTR2","Cheirodendron trigynum (Gaudich.) A. Heller","1 - Fresh fallen","5-10cm","1"
"437","D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",7.8,36.6,NA,"06990",12.6,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
"438","D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",9,13.6,NA,"06967",4.7,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm","2"
